source	target	direction
ABL1	STAT5A	KEGG
FKBP8	OPTN	KEGG
AKT3	GSK3A	KEGG
MIR214	PTEN	KEGG
RAF1	CHKA	KEGG
SFN	NEDD4L	KEGG
FOXO6	BCL2L11	KEGG
PIK3R6	HRAS	KEGG
VAV3	RHOA	KEGG
DAB1	P3R3URF-PIK3R3	KEGG
MAPK7	MEF2C	KEGG
SOS1	RASGRP3	KEGG
SMG7	SMG5	KEGG
NR1D1	BMAL1	KEGG
RGS2	GNA11	KEGG
MIR10A	HOXD10	KEGG
WNT5A	FZD3	KEGG
JUN	MMP1	KEGG
PKN1	MEFV	KEGG
YAP1	TEAD1	KEGG
PRKG1	CREB3	KEGG
VDR	S100G	KEGG
E2F1	CDC25A	KEGG
TNFSF15	TNFRSF6B	KEGG
PLEKHM2	KLC3	KEGG
APELA	SERPINE1	KEGG
IGH	HLA-A	KEGG
AKT3	SLC2A5	KEGG
LRP6	FZD10	KEGG
CSNK1A1L	CTNNB1	KEGG
KLK1	BDKRB2	KEGG
MAPK14	RORA	KEGG
IFNGR1	JAK1	KEGG
ACVR1C	SMAD2	KEGG
PRKCB	MAPK8	KEGG
PRKAG2	PLIN1	KEGG
CHRM1	GNAI1	KEGG
PRNP	STIP1	KEGG
SCARF1	GULP1	KEGG
YWHAQ	CDC25B	KEGG
CD70	CD27	KEGG
MAPK1	BCL2	KEGG
GSDMD	NLRP3	KEGG
MAPK14	CDC25B	KEGG
PRKCE	TRPA1	KEGG
ZAP70	CD247	KEGG
PRKCA	POU2F3	KEGG
FZD10	RYK	KEGG
FOS	FASLG	KEGG
RIPK3	CYBB	KEGG
SH3BP2	VAV3	KEGG
CXCR4	GNA13	KEGG
MAPK7	RPS6KA6	KEGG
CEBPB	CXCL6	KEGG
CASP8	CYLD	KEGG
STAT1	TH	KEGG
PTPN11	LCP2	KEGG
GRIA1	LYN	KEGG
VAV3	RAC2	KEGG
MIRLET7A1	HRAS	KEGG
TLR6	TLR2	KEGG
FGR	SHC2	KEGG
CREBBP	EPAS1	KEGG
BMPR1A	MAPK14	KEGG
HRAS	RASSF1	KEGG
NR0B2	SLCO1B1	KEGG
IRAK1	TAB1	KEGG
NR3C2	SGK1	KEGG
ULK1	ATG14	KEGG
JUP	PPARD	KEGG
RICTOR	PRR5	KEGG
FOS	TP53	KEGG
AGT	AGTR2	KEGG
GRB2	SHC2	KEGG
IL6ST	JAK1	KEGG
SPTBN2	GRM1	KEGG
GAS6	MERTK	KEGG
MAG	DYNLL2	KEGG
IL6R	SHC2	KEGG
PRKACA	EHMT2	KEGG
CALML6	RASGRF1	KEGG
AGT	AGTR1	KEGG
HSPG2	ITGA2	KEGG
AGT	EDNRA	KEGG
MAPK14	MEF2C	KEGG
LGMN	CD74	KEGG
PLCG1	PPP3CA	KEGG
MIRLET7A1	TRIM71	KEGG
MAPK14	AKT3	KEGG
JAK2	PTK2	KEGG
TRAF3IP2	TRAF6	KEGG
PRKAG2	PCK1	KEGG
ITGAV	NFKB1	KEGG
CUL3	SPOPL	KEGG
NTRK3	ABL1	KEGG
HIF1A	PGAM4	KEGG
PINK1	NDUFC2-KCTD14	KEGG
MAPK1	SP1	KEGG
NCBP1	NCBP2	KEGG
EEF1A1	HSF1	KEGG
SYK	PLCG1	KEGG
TWIST2	MIR10A	KEGG
LHCGR	GNB5	KEGG
STAT5A	IL2	KEGG
ATG12	GABARAP	KEGG
BMPR1A	MAPK1	KEGG
CD28	P3R3URF-PIK3R3	KEGG
CD8A	HLA-A	KEGG
RBSN	RAB4A	KEGG
NEUROG3	PAX6	KEGG
HRH1	GNAQ	KEGG
SELPLG	SELE	KEGG
CGA	FSHR	KEGG
SRC	CDC42	KEGG
IFNG	PSME3	KEGG
IGH	FCGR3B	KEGG
ATG2A	WDR45	KEGG
MAP3K4	MAP2K6	KEGG
AFDN	LMO7	KEGG
CEBPB	IL6	KEGG
ID1	THBS1	KEGG
PRKG1	ATP1B4	KEGG
DCN	TGFB1	KEGG
BVES	KCNK2	KEGG
INSR	PIK3CA	KEGG
TP73	TP53	KEGG
ARHGEF26	RHOG	KEGG
AXL	ELMO1	KEGG
PRKACA	KCNJ3	KEGG
KLF2	NOS3	KEGG
C5	AKT3	KEGG
CREB3	PTGER4	KEGG
CASP8	CASP6	KEGG
ERBB2	MAPK1	KEGG
PDPK1	AKT3	KEGG
PRKCA	IRS1	KEGG
VAV3	BLNK	KEGG
AFF4	ELL2	KEGG
KDM3B	UCP1	KEGG
RSPO1	LGR4	KEGG
STAT3	RORA	KEGG
RAPGEF3	MAPK8	KEGG
IRAK4	TRAF6	KEGG
MAPK1	ETS1	KEGG
SIRT6	HIF1A	KEGG
PLA2G4B	PRKCA	KEGG
UCN3	CRHR1	KEGG
TLR4	MYD88	KEGG
COL1A1	CD44	KEGG
SEPTIN4	BIRC2	KEGG
CAPN1	CASP12	KEGG
RXFP4	GNAI1	KEGG
SOS1	RASGRP1	KEGG
NFATC1	TBX21	KEGG
PRKCQ	GABARAP	KEGG
AKT3	AKT1S1	KEGG
EDNRA	KCNJ2	KEGG
PRKG1	PLN	KEGG
JAK1	STAT5A	KEGG
VAPB	ATF6	KEGG
FOXA2	PDX1	KEGG
BABAM1	ABRAXAS1	KEGG
HLA-DMA	CD4	KEGG
NFKB1	BCL2	KEGG
DVL1	PRICKLE1	KEGG
TP53	SLC2A1	KEGG
HTR4	GNAS	KEGG
NLRX1	MAVS	KEGG
VDR	PTH	KEGG
BNIP3	RHEB	KEGG
PLD1	PRKD3	KEGG
MIR128-1	COMMD3-BMI1	KEGG
FOXO6	BNIP3	KEGG
JUN	FCER2	KEGG
TLR7	IRAK1	KEGG
CAMK2A	NOS1	KEGG
RORA	NFIL3	KEGG
PPBP	CXCR2	KEGG
ATR	TP53	KEGG
CSNK2A1	PTEN	KEGG
PARD3	TIAM1	KEGG
NFKB1	MUC5AC	KEGG
WEE2	CDK1	KEGG
MTOR	IRF4	KEGG
NFKB1	TGFB1	KEGG
KL	IGF1R	KEGG
ATM	BRCA1	KEGG
PTK2B	RHOA	KEGG
PPP2R3B	TNNI3	KEGG
FOS	MUC5AC	KEGG
PIP5K1C	ACTB	KEGG
SMAD4	LEF1	KEGG
PDPK1	C8ORF44-SGK3	KEGG
MYLIP	LDLR	KEGG
PRKN	PLCG1	KEGG
NFKB1	CCL2	KEGG
MIR103B1	FGFR3	KEGG
STAT1	ESR1	KEGG
FOS	CCL2	KEGG
KIRREL1	CD2AP	KEGG
E2F1	MYBL2	KEGG
NPPB	NPR3	KEGG
MIR34A	CDK6	KEGG
RHOA	IL2RA	KEGG
PLXNA1	NRP1	KEGG
HMGB1	TLR2	KEGG
LEPR	STK11	KEGG
ZAP70	P3R3URF-PIK3R3	KEGG
POU2F3	OLR1	KEGG
PLCZ1	PRKCA	KEGG
GRM2	GRK2	KEGG
EGR1	CCL5	KEGG
ATF4	PRKN	KEGG
BIRC2	RIPK2	KEGG
RUNX1	CEBPA	KEGG
TFRC	TF	KEGG
CYBB	CYBA	KEGG
NFATC1	RCAN1	KEGG
JUN	CD58	KEGG
NFKB1	AGER	KEGG
PTPN6	JAK1	KEGG
MET	PLCG1	KEGG
PRKACA	GRIN2A	KEGG
TGFA	EGFR	KEGG
MGAT1	MAN2A2	KEGG
MAPK1	MEF2C	KEGG
RFX5	HLA-DMA	KEGG
VLDLR	P3R3URF-PIK3R3	KEGG
TAPBPL	HLA-A	KEGG
RNASEL	DHX33	KEGG
RALA	RHOA	KEGG
HNF1A	HNF4G	KEGG
GLI1	HHIP	KEGG
TUBA1B	CDC42	KEGG
SERPINF1	LRP6	KEGG
IL1R1	TRAF2	KEGG
CASP8	ATM	KEGG
PPP2CA	OCLN	KEGG
CD80	CTLA4	KEGG
RPS6KA5	CREB3	KEGG
FGFR3	PLCG1	KEGG
FOS	IL4	KEGG
CDK5R1	MAPT	KEGG
PLK1	CDC25C	KEGG
TP53	SLC7A11	KEGG
TP53	PMAIP1	KEGG
MUL1	GABARAP	KEGG
TNFAIP3	RIPK3	KEGG
CD74	HLA-DMA	KEGG
ABL1	GRB2	KEGG
RCVRN	GRK7	KEGG
IFNG	ICAM1	KEGG
CADM1	CASK	KEGG
GNA13	RHOA	KEGG
TLE7	LEF1	KEGG
LCP2	VAV3	KEGG
GAB2	PLCG2	KEGG
PARK7	NFE2L2	KEGG
ATF6	DDIT3	KEGG
TP53	RPRM	KEGG
MIR126	PIK3CA	KEGG
CYCS	CASP7	KEGG
FOS	TNF	KEGG
MAPKAPK5	HSPB1	KEGG
ITGAL	SYK	KEGG
PNOC	OGFR	KEGG
CHEK2	TP53	KEGG
CALCR	GNB5	KEGG
TRAF3IP2	IL17RA	KEGG
NFE2L2	PLAT	KEGG
IL1RAPL1	PTPRD	KEGG
SOCS3	IRS1	KEGG
GRB2	INPP5D	KEGG
RASSF5	ITGAL	KEGG
NTF4	NTRK2	KEGG
NFKB1	CD40	KEGG
MYC	MMP1	KEGG
ERBB2	GRB2	KEGG
ADRB1	GNB5	KEGG
PINK1	BCL2L1	KEGG
SESN2	MIOS	KEGG
PRKCA	CASP3	KEGG
RELB	NFKB2	KEGG
ADRB2	GNAI1	KEGG
KLF2	ASS1	KEGG
TBX21	IL12RB2	KEGG
PDPK1	PKN3	KEGG
MTOR	RPS6KB1	KEGG
SAMM50	GABARAP	KEGG
MYC	VEGFD	KEGG
PRKACA	MYLK4	KEGG
CXCR4	TNF	KEGG
KIR2DL1	PTPN11	KEGG
SNCA	SLC18A1	KEGG
NFKB1	IL15RA	KEGG
NODAL	ACVR2A	KEGG
PLXNB2	ARHGEF12	KEGG
EFNA4-EFNA3	EPHA2	KEGG
CARD16	CASP1	KEGG
SORBS1	FLOT1	KEGG
NECTIN2	TIGIT	KEGG
MLST8	MTOR	KEGG
CD244	LAT	KEGG
KDR	PLCG1	KEGG
NFKB2	IL2RA	KEGG
MET	PIK3CA	KEGG
CDC42	ABLIM3	KEGG
ADRA2A	GNB5	KEGG
PDCD1LG2	PDCD1	KEGG
PALS1	AMOT	KEGG
FLT3	SPI1	KEGG
CALCOCO2	SEPTIN9	KEGG
CD96	NECTIN1	KEGG
ATG13	ATG14	KEGG
WIPI2	TECPR1	KEGG
CXCL8	LPAR6	KEGG
NFKB1	PPP2CA	KEGG
TRAF2	MAP3K5	KEGG
MAP3K7	MAPK1	KEGG
FSHR	GNB5	KEGG
CDK5	DLG4	KEGG
PTCH1	SMO	KEGG
NR5A1	NCEH1	KEGG
NFKB1	CSF3	KEGG
NGFR	PRDM4	KEGG
CUL1	RBX1	KEGG
RHOA	PXN	KEGG
NFKB1	NOS3	KEGG
MIRLET7A1	IGF2BP1	KEGG
MTOR	GRB10	KEGG
IL17B	IL17RB	KEGG
STK39	SLC12A3	KEGG
FOS	CSF3	KEGG
RPS6KA6	PKMYT1	KEGG
STAT1	IFNG	KEGG
SSTR2	GNAI1	KEGG
SYK	CD19	KEGG
MYC	TFAP4	KEGG
RBPJL	CR2	KEGG
APOB	LDLR	KEGG
SH2D1B	FYN	KEGG
CTNNA1	ACTN4	KEGG
NTF3	NTRK1	KEGG
FCGR3B	CRK	KEGG
SOCS3	IRS2	KEGG
F2	LPAR6	KEGG
STX17	SNAP29	KEGG
NCALD	GUCY2D	KEGG
SLAMF1	CSK	KEGG
NFKB1	IFNE	KEGG
STAT1	IRF1	KEGG
ACTC1	TPM1	KEGG
MAP2K4	FLNA	KEGG
MIR146A	ROCK1	KEGG
TLR4	TICAM1	KEGG
GRIN1	CALML6	KEGG
MPZ	PMP22	KEGG
CBLB	FYN	KEGG
PRKCA	EEF2K	KEGG
PTPN6	JAK2	KEGG
HRAS	MAP2K1	KEGG
CTNNBIP1	CTNNB1	KEGG
P3R3URF-PIK3R3	PRKCZ	KEGG
ALK	HRAS	KEGG
PRKCA	PRKD3	KEGG
CHRM1	GNAQ	KEGG
CD80	CD274	KEGG
CASP12	CASP3	KEGG
HRAS	ARAF	KEGG
MYC	GLS2	KEGG
PYCARD	CASP1	KEGG
HNF4A	G6PC1	KEGG
PRKAG2	FOXO1	KEGG
SPATA13	RAC1	KEGG
TRAF6	BCL2	KEGG
CDK1	GJA1	KEGG
NPRL2	RRAGB	KEGG
LSP1	ARHGEF12	KEGG
MEF2A	SOST	KEGG
LAMTOR3	MAP2K1	KEGG
NECTIN3	NECTIN2	KEGG
CTSD	BID	KEGG
MAP3K7	NFKB1	KEGG
AGER	NFKB1	KEGG
HSP90AA1	RIPK2	KEGG
PMCH	MCHR1	KEGG
SOCS4	JAK2	KEGG
MAFB	PTH	KEGG
EDNRB	GNAI1	KEGG
VAV3	CDC42	KEGG
ULK1	BECN2	KEGG
FBXO43	CDC20	KEGG
EIF2AK4	EIF2S1	KEGG
BCL2	BAD	KEGG
MIR21	ATM	KEGG
PPP1CA	RYR2	KEGG
FOXO6	CAT	KEGG
THRA	MYH6	KEGG
BRIP1	TOPBP1	KEGG
LHCGR	GNAS	KEGG
PSEN1	ATF6	KEGG
CISH	STAT5A	KEGG
TAS1R1	TAS1R3	KEGG
GNAS	ADCY5	KEGG
PRKACA	NDUFC2-KCTD14	KEGG
NR4A1	STAR	KEGG
PPP2CA	YAP1	KEGG
SOD1	VDAC1	KEGG
SIVA1	BCL2L1	KEGG
NFKB1	ITGAL	KEGG
CSF2RB	JAK1	KEGG
VGF	C3AR1	KEGG
TGFB2	TGFBR2	KEGG
PIP5K1C	VCL	KEGG
ZBP1	RIPK3	KEGG
ATP8A1	TMEM30B	KEGG
NTNG1	LRRC4C	KEGG
RASD1	GNAI1	KEGG
RIPK1	FADD	KEGG
TBK1	IRF3	KEGG
FYN	ZAP70	KEGG
SNCA	KLC3	KEGG
TRAF6	MAP2K1	KEGG
STK11	PRKAG2	KEGG
NFKB1	COL1A1	KEGG
GNAT1	PDE6A	KEGG
CASP3	SPTAN1	KEGG
GRM4	GNAI1	KEGG
EGFR	SRC	KEGG
CREB3	CRH	KEGG
CD48	PTPN6	KEGG
MIR217	SIRT1	KEGG
RASGRF1	HRAS	KEGG
STX1B	SNAP25	KEGG
LYN	BTK	KEGG
NFATC1	HIF1A	KEGG
MAPK14	PPARGC1A	KEGG
VEGFA	KDR	KEGG
PRKN	UBE2L3	KEGG
ILK	GSK3B	KEGG
NFATC1	F2R	KEGG
MIR152	DNMT1	KEGG
RPS6	FGF21	KEGG
MAPK14	ESR1	KEGG
KLF2	NOS1	KEGG
DRD1	GNAL	KEGG
PRKCQ	MAP3K7	KEGG
ERBB2	HIF1A	KEGG
CHCHD10	TARDBP	KEGG
SLAMF7	SH2D1B	KEGG
BCAR1	MAP3K1	KEGG
MIRLET7A1	MIR107	KEGG
CLDN24	TJP1	KEGG
RXFP3	ARRB1	KEGG
CASP6	ACTB	KEGG
FYN	LCK	KEGG
KDR	PTK2	KEGG
NFKB1	IL2	KEGG
NPLOC4	VCP	KEGG
MAVS	NLRP3	KEGG
FOXO4	FASLG	KEGG
VAV3	FOS	KEGG
FOS	IL2	KEGG
BDNF	NGFR	KEGG
CTNNA1	YWHAQ	KEGG
PRKCA	GJA1	KEGG
GIP	GIPR	KEGG
SMAD6	SMAD1	KEGG
SRC	ITGAM	KEGG
FGA	ITGAM	KEGG
IFNA1	IFNAR1	KEGG
GATA3	IL5	KEGG
IGH	FCER1A	KEGG
PLCG1	VAV3	KEGG
NAMPT	CYBB	KEGG
ZBP1	IRF7	KEGG
DUSP1	MAPK1	KEGG
PRKCA	RAF1	KEGG
PTPRZ1	CNTN1	KEGG
MAP3K5	MAPK14	KEGG
C4BPA	C4B_2	KEGG
IGF1R	SRC	KEGG
INPP5D	DOK1	KEGG
DVL1	NOTCH1	KEGG
PARK7	BCL2L1	KEGG
ROCK2	NOS3	KEGG
TICAM1	CCL2	KEGG
TNFRSF11A	FCGR3B	KEGG
GSK3B	FRAT1	KEGG
GATA3	IL2RA	KEGG
ARHGEF18	RHOA	KEGG
MYLK4	MYL2	KEGG
PPP3CA	BAD	KEGG
NEDD4L	SCNN1A	KEGG
MYC	PKM	KEGG
FOS	CALCR	KEGG
PPP2CA	MAP2K1	KEGG
NFKB2	IL6	KEGG
P3R3URF-PIK3R3	MTOR	KEGG
IGSF5	MAGI1	KEGG
PPP1CA	CAMK2A	KEGG
TP53	ZNF385A	KEGG
GNAS	ADCY2	KEGG
CCL5	CCR3	KEGG
NR0B2	SLC10A1	KEGG
PTK2	AKT3	KEGG
AKT3	BIRC2	KEGG
DIAPH1	ACTB	KEGG
FLT3	GRB2	KEGG
CTSS	CREB1	KEGG
NFKB1	LCN2	KEGG
PRKACA	CREB1	KEGG
AQP1	PTGER2	KEGG
NFKB1	F3	KEGG
MIR335	SOX4	KEGG
CACNA1C	CALML6	KEGG
PRMT1	FOXO6	KEGG
HIF1A	SLC2A1	KEGG
PML	CEBPE	KEGG
RHBDF1	FRMD8	KEGG
CCL11	CCR3	KEGG
SENP2	DVL1	KEGG
CDX2	SHH	KEGG
PPP2CA	FBXO43	KEGG
RRAS	RAF1	KEGG
CDC25A	CDK4	KEGG
MYO1H	ACTB	KEGG
PRKCA	TTF1	KEGG
ACTB	PFN3	KEGG
CASP8	FADD	KEGG
CR1	SYK	KEGG
MAPK1	NOS1	KEGG
MYC	SLC2A2	KEGG
FGFR2	GRB2	KEGG
LEF1	CTNNB1	KEGG
MIR31	RHOA	KEGG
HRAS	RPS6KA6	KEGG
NFS1	MPST	KEGG
RALA	PLD1	KEGG
POMC	OPRM1	KEGG
GNA11	PLCB1	KEGG
GRB2	CSF1R	KEGG
FOXO1	FBP1	KEGG
NFKB1	REN	KEGG
PBX1	IL10	KEGG
FCER1G	NCR3	KEGG
MAP2K5	MAPK7	KEGG
STAT1	JUNB	KEGG
NTRK3	IRS1	KEGG
TIGIT	NECTIN2	KEGG
FAS	FADD	KEGG
NFKB1	IL12RB1	KEGG
TNPO3	CPSF6	KEGG
PDGFRA	SRC	KEGG
CGN	ARHGEF18	KEGG
MMP9	VEGFA	KEGG
FOXO1	SMAD2	KEGG
STAT3	PPARGC1A	KEGG
CALML6	CAMK1D	KEGG
APOH	LPL	KEGG
MARVELD2	TUBA1B	KEGG
RRAS	P3R3URF-PIK3R3	KEGG
MIR331	ERBB2	KEGG
PTPRS	SLITRK1	KEGG
FOS	IL12RB1	KEGG
GNAL	ADCY5	KEGG
C3AR1	NFKB1	KEGG
PGR	NOTCH2	KEGG
GNB5	RASGRF1	KEGG
ATXN3	BECN2	KEGG
PTPN6	CSNK2A1	KEGG
TNFSF15	TNFRSF25	KEGG
IRS1	PIK3CA	KEGG
NOS3	MAPK14	KEGG
RACK1	STAT1	KEGG
HES1	ERBB2	KEGG
BDNF	NTRK2	KEGG
AFDN	SIPA1	KEGG
RAB3A	RIMS1	KEGG
PTK2	RASGRF1	KEGG
MAPK1	RPS6KB1	KEGG
MIR7-1	SHC1	KEGG
ADRB1	GNAS	KEGG
NEFL	KLC3	KEGG
FCER1G	SYK	KEGG
PBX1	CYP11B1	KEGG
E2F1	CCNA2	KEGG
HRH3	GNB5	KEGG
NFATC1	IL22	KEGG
MAPK8	JUN	KEGG
CHMP5	VPS4A	KEGG
MTOR	IRS1	KEGG
CIDEC	PLIN1	KEGG
FOS	CSF2	KEGG
PRKACA	PLIN1	KEGG
TRAF3	P3R3URF-PIK3R3	KEGG
PPP1R17	PPP2CA	KEGG
THEM4	AKT3	KEGG
YES1	FER	KEGG
HHEX	PDX1	KEGG
AKT3	GSK3B	KEGG
CD44	CDC42	KEGG
ITGA5	SRC	KEGG
MAPK8	NOS2	KEGG
GRB10	IGF1R	KEGG
SVIP	VCP	KEGG
OXTR	CACNG3	KEGG
PRKCI	SREBF1	KEGG
RIPK2	TAB1	KEGG
FGF1	FGFR2	KEGG
MAPK8	MAPK14	KEGG
SYK	FCER1G	KEGG
NTRK3	SH2B3	KEGG
MTOR	TELO2	KEGG
GPRC6A	PLCB1	KEGG
GNAO1	ADCY1	KEGG
ACTN4	MICALL2	KEGG
C8ORF44-SGK3	FOXO6	KEGG
BCL2L11	BCL2	KEGG
PRKACA	GRIA1	KEGG
MAPK8	KLC3	KEGG
HRAS	AFDN	KEGG
GNAI1	P3R3URF-PIK3R3	KEGG
ACTB	VCL	KEGG
PVR	CD96	KEGG
RLN3	RXFP3	KEGG
RUNX1	IL3	KEGG
RIPK3	MAPK8	KEGG
NFYA	HLA-DMA	KEGG
CRK	PXN	KEGG
SSTR1	GNB5	KEGG
CTNNB1	CSNK1A1L	KEGG
SOCS4	INSR	KEGG
EDAR	EDARADD	KEGG
HMGB1	TLR4	KEGG
CAMK4	MAPK1	KEGG
FSHR	GNAS	KEGG
ETS1	CCND1	KEGG
INHA	ACVR2A	KEGG
VCL	PIKFYVE	KEGG
CHRNA7	JAK2	KEGG
CDK2	RB1	KEGG
TIGIT	GRB2	KEGG
PSEN1	RYR3	KEGG
MAPK1	CYP24A1	KEGG
SOX9	AMH	KEGG
NPHS1	NCK1	KEGG
BCL2	CASP3	KEGG
P3R3URF-PIK3R3	CDC42	KEGG
PAK4	MYLK4	KEGG
STK3	LATS2	KEGG
ROCK1	PTEN	KEGG
PAK1	FLNA	KEGG
SKP1	TBL1X	KEGG
AXL	GAB1	KEGG
CD19	VAV3	KEGG
JAK1	P3R3URF-PIK3R3	KEGG
LCK	ZAP70	KEGG
MTOR	CLIP1	KEGG
PMAIP1	BCL2	KEGG
JUN	SELE	KEGG
SOD1	SDHA	KEGG
TBX21	RUNX1	KEGG
CLEC4E	FCER1G	KEGG
PAK1	RAC1	KEGG
FZD10	GPC4	KEGG
NEUROD1	INS	KEGG
GRM7	GNAI1	KEGG
SOS1	HRAS	KEGG
BCL2L11	BAX	KEGG
WHAMM	ACTB	KEGG
MAVS	TRADD	KEGG
VEGFA	FLT1	KEGG
MIR100	FGFR3	KEGG
PRKCD	MAPK1	KEGG
MIR20A	CDKN1A	KEGG
RAP1A	ARAF	KEGG
DUSP10	MAPK14	KEGG
TNFRSF1B	DAB2IP	KEGG
PRKACA	AKT1S1	KEGG
NOG	GDF7	KEGG
EGFR	SHC2	KEGG
PRKACA	SIK2	KEGG
VPS39	RAB7B	KEGG
TNFRSF11A	TRAF2	KEGG
KIRREL1	TJP1	KEGG
CARM1	SRC	KEGG
GNA11	PLA2G4B	KEGG
CAMK2A	RAP1A	KEGG
CASP8	BID	KEGG
SOS1	GRB2	KEGG
ITK	VAV3	KEGG
MAP3K1	MAP2K1	KEGG
ZBTB17	CDKN2B	KEGG
CISH	PRLR	KEGG
RNF41	EGFR	KEGG
SELE	GLG1	KEGG
HRAS	PLCE1	KEGG
CAMK2A	CDC25C	KEGG
FCGR2A	SYK	KEGG
INS	NR1H3	KEGG
THRB	ATP2A1	KEGG
TGFB1	TGFBR2	KEGG
ROBO1	SRGAP2	KEGG
IL1R1	MAP3K7	KEGG
MMP9	SDC1	KEGG
CER1	WNT16	KEGG
HCST	KLRC4-KLRK1	KEGG
ACHE	CHAT	KEGG
TJP1	YBX3	KEGG
CAMK2A	CREBBP	KEGG
ULK1	AMBRA1	KEGG
RHOA	MYLK4	KEGG
RASGRP3	RAP1A	KEGG
SIPA1	RAP1A	KEGG
FKBP8	TAX1BP1	KEGG
MAPK1	SNAI2	KEGG
NFKB1	CCL5	KEGG
CDKN1A	FBXO5	KEGG
NFKB1	FGF2	KEGG
TAS1R2	TAS1R3	KEGG
HIF1A	FGF2	KEGG
FKBP8	SQSTM1	KEGG
FOS	FGF2	KEGG
BID	BAX	KEGG
GZMB	CASP8	KEGG
MIR103B1	PRKCA	KEGG
PTK2	SRC	KEGG
PIK3R6	PTK2	KEGG
PLEKHM2	RAB9B	KEGG
ESR2	CACNA1G	KEGG
IGF1R	SHC2	KEGG
TTF2	TG	KEGG
ADCYAP1	ADCYAP1R1	KEGG
BRCA2	RAD51	KEGG
ILK	ACTB	KEGG
PPARA	TRIB3	KEGG
NR5A1	CYP11B1	KEGG
PBX1	CYP17A1	KEGG
VWF	ITGAM	KEGG
HSPB1	NFKB1	KEGG
ETS1	CXCL8	KEGG
IL12RB1	JAK2	KEGG
PPARGC1A	UCP1	KEGG
AMHR2	SMAD1	KEGG
JUN	CD1A	KEGG
PRKACA	MAP2K1	KEGG
PRKACA	SP1	KEGG
RALBP1	ARF6	KEGG
CRHR1	GNA13	KEGG
AKT3	ESR1	KEGG
NFKBIA	NFKB1	KEGG
TP53	TP73	KEGG
IRF7	IFNK	KEGG
PRKACA	ARAF	KEGG
NRARP	RBPJL	KEGG
RSAD2	FDPS	KEGG
NGFR	BEX3	KEGG
CXXC4	DVL1	KEGG
PLCG1	PLA2G4B	KEGG
TNFRSF1A	MAP3K5	KEGG
NOTCH1	HES1	KEGG
PPM1A	MAP2K3	KEGG
MIR221	DDIT4	KEGG
NTRK2	GRB2	KEGG
NFASC	CNTN1	KEGG
PAK1	MAP2K1	KEGG
MIR223	TP53	KEGG
RAB9B	M6PR	KEGG
PLA2R1	TGFB1	KEGG
MIR20A	E2F1	KEGG
AVP	AVPR2	KEGG
INSR	CBL	KEGG
ITPR1	BECN2	KEGG
PRKCA	CACNA1A	KEGG
MAP3K7	IKBKB	KEGG
TGFA	ERBB2	KEGG
MAPK1	BAD	KEGG
HLA-A	KIR3DL2	KEGG
NFKB1	CAMP	KEGG
ARHGEF6	CDC42	KEGG
ITGAM	ICAM1	KEGG
RASSF6	STK3	KEGG
HMGB1	BECN2	KEGG
RAB1A	C9ORF72	KEGG
CREB3	FOS	KEGG
MAPKAPK3	ATF4	KEGG
PRKCA	MMP14	KEGG
CHRNA4	JAK2	KEGG
KRAS	RASSF1	KEGG
PDGFRA	SHC2	KEGG
ARRB1	OPRM1	KEGG
PLN	ATP2A1	KEGG
HSF1	HSPA1A	KEGG
PRKCA	PAX8	KEGG
L1CAM	CNTN1	KEGG
PDCD1	PPP2R3B	KEGG
TGFBR1	TGFBR2	KEGG
NRG3	ERBB4	KEGG
MYD88	IRAK4	KEGG
KIR3DL2	PTPN11	KEGG
FOS	RUNX2	KEGG
NFKB1	MMP13	KEGG
FOS	MMP13	KEGG
PLCG1	ITPR1	KEGG
CARD9	IRF3	KEGG
EGFR	CTNNB1	KEGG
TBX21	GATA3	KEGG
CDK4	RB1	KEGG
CREBBP	IFNB1	KEGG
NR4A2	CYP11B2	KEGG
GNB5	NOS1	KEGG
NODAL	ACVR1C	KEGG
PGR	TNFSF11	KEGG
SGK1	KCNJ1	KEGG
BMPR1A	BMPR2	KEGG
TPTEP2-CSNK1E	SMO	KEGG
DRD1	CALY	KEGG
FOXO6	RAG1	KEGG
RAF1	KSR1	KEGG
RPS3	RELA	KEGG
PPARG	CD36	KEGG
CALML6	CAMKK2	KEGG
CITED2	BNIP3L	KEGG
PLIN1	LIPE	KEGG
PF4	CXCR3	KEGG
CLMP	TJP1	KEGG
RASGRP1	RRAS2	KEGG
APC2	DVL1	KEGG
VDAC1	TSPO	KEGG
CEBPB	MUC5AC	KEGG
GADD45G	MAP3K4	KEGG
APOC1	CETP	KEGG
HCST	P3R3URF-PIK3R3	KEGG
RHEB	RPTOR	KEGG
SMAD2	SERPINE1	KEGG
MAPK14	TP53	KEGG
GPSM3	NLRP3	KEGG
ANK1	TIAM1	KEGG
ATXN1L	KAT5	KEGG
NEUROD1	IAPP	KEGG
THRB	P3R3URF-PIK3R3	KEGG
PRNP	NCAM1	KEGG
MC3R	GNAS	KEGG
CEBPB	CCL2	KEGG
STAT3	IKBKE	KEGG
ITGA2	PRKACA	KEGG
FOXO1	CDKN1B	KEGG
MIR29A	DNMT3A	KEGG
SSX2IP	ACTB	KEGG
SMG6	UPF1	KEGG
GNA13	CAMK4	KEGG
APBB1IP	TLN1	KEGG
PBX1	STAR	KEGG
PRKACA	PKM	KEGG
THRA	NOTCH1	KEGG
